FID,Shape *,OBJECTID,GIS_Featur,Status,MATERIAL,MATERIAL_CD,Mat_Fact,TARGET_Mat_Fact,Age,Remaining_Life,RSL,TARGET_Remaining_Life,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,TARGET_RSL_Level,MaterialCl,INSTALL_DA,FRM_NODE,TO_NODE,DIAMETER,LEN_M,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,INST_YR,TotBrks,TotBrks_Lenght,BRK_SCR,BRK_SCR_TARGET,TotBrks_Level,BRKS_FVYRS,BRKS_FVYRS-Lenght,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,StreetNumb,StreetName,StreetFrom,StreetTo,Owner,Constructe,Condition,JointType,CFactor,CFactorDat,Corrosio_1,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,Flushed,FlushDate,EasementLo,Memo,PipeLocati,ImportantC,AssumeDate,GIS_ID,Constructe,Corrosio_1,TEXTLABEL,TOBEREPLAC,HANSEN_COM,TRANS,TotBrks,SOIL,WaterBodie,Under Bridger,RoadWay,Forest_Gre,River_cree,LandFill,WL,HWY,RWY,TracerWire,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,FlushDate,Easement,EasementLo,DeadEnd,RoadClass,ReportNumb,DrawingNum,HydrantCon,Maintenanc,MeterRoute,HighLevelA,MapGrid,CriticalCr,PipeLocati,ImportantC,CorrosionP,Medical_Services,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_,,BreakDate1,BreakYear1,BreakDate2,,BreakYear2,BreakDate3,BreakYear3,,BreakDate4,BreakYear4,,BreakDate5,BreakYear5,,BreakDate6,BreakYear6,,BreakDate7,BreakYear7,,BreakDate8,BreakYear8,,BreakDate9,BreakYear9,,BreakDat_10,BreakYear10,,BreakDat-2,,BreakDat-3,,BreakDat-4,,BreakDat-5,,BreakDat-6,BreakDat-7,BreakDat-8,BreakDat-9,,BreakDa-10,,BreakDa-11,BreakDa-12,,BreakDa-13,BreakDa-14,BreakDa-15,BreakDa-16,BreakDa-17,,CauseOfBre,CauseOfB_1,CauseOfB_2,CauseOfB_3,CauseOfB_4,CauseOfB_5,CauseOfB_6,CauseOfB_7,CauseOfB_8,CauseOfB_9,CauseOf_10,CauseOf_11,CauseOf_12,CauseOf_13,CauseOf_14,CauseOf_15,CauseOf_16,CauseOf_17,CauseOf_18,CauseOf_19,CauseOf_20,CauseOf_21,CauseOf_22,CauseOf_23,CauseOf_24,CauseOf_25,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,AssetName,Components,EOCCategor,EOCRecepti,EMSCategor,EMSTier1Cl,EMSTier2Cl,EMSHierarc,Rotation,NEW_DEVELO,Development,GIS_ID_12,FILE_NO,Planner,Status_1,CONDO_PLAN,CPLANYEAR
535,Polyline,2586,L17361,ACTIVE,PVC,PVC,0.1,0.04,18,63.8,63.8,62.72,62.72,0,0,Very Low,Very Low,DR 18,1999_05_21,N15483,N15484,100,61.601276,61.601276,46.200957,92401.914,7.443333333,15,1999,0,0,0,6,,1,0.01623343,5,7.35,,160,252.315,Moderately Low,Medium,2,3, ,SIMMS CRT,BANBURY RD,BANBURY RD,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25626931, ,3000-01-01,100 PVC, ,L17361,1,1,Clay,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,1,1,99-039,0,0, , ,WESTMOUNT/PONDMILLS,83-56, ,1,1,0,0,15,0.054860098,2.79802E-11,25.18218515,15,1,2012-06-12,2012,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,CORROSION, , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,550,508.515,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
536,Polyline,2587,L6933,ACTIVE,CI,CI,0.3,0.25,112,1.6,1.6,-4,0,15,15,Very High,Very High,PIT RUN,1905_01_01,N8702,N2496,150,5.56,5.56,4.17,8340,0.186666667,5,1905,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,DUNDAS ST,KELLOGG LANE,KELLOGG LANE,CITY, ,UNKN,UNKN,44,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,10799312, ,3000-01-01,150 CI, ,L6933,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,1,4,0,0,0, , , ,82-60, ,1,1,0,0,15,0.04681637,2.83806E-13,0.255424975,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,400,438.1,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
537,Polyline,2588,L1651,ACTIVE,PVC,PVC,0.1,0.04,29,53.9,53.9,52.16,52.16,0,0,Very Low,Very Low,DR 18,1988_07_11,N12291,N12290,150,114.97,114.97,86.2275,172455,6.288333333,15,1988,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,211,PINE VALLEY DR,KANATA CRES,KANATA CRES,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,2758643, ,3000-01-01,150 PVC, ,L1651,1,0, ,0,0,1,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,88-110,0,0, , ,WESTMOUNT/PONDMILLS,77-54, ,0,0,0,1,15,0.04681637,5.86855E-12,5.281692327,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,600,561.6,REPLACE,REPLACE,3,3,Westmout Pumping Station, ,Waterworks,n/a,Infrastructure,Energy,Pumping Station,ems.infrastructure.energy.pumpingStation,90,YES,1,494, , ,REGISTERED,MCC 155,1989
538,Polyline,2589,L18769,ACTIVE,PVC,PVC,0.1,0.04,16,65.6,65.6,64.64,64.64,0,0,Very Low,Very Low,DR 18,2001_08_01,N14691,N14690,200,142.523352,142.523352,106.892514,213785.028,7.653333333,15,2001,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,OAK PARK DR,KELLY ST,HICKORY RD,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25627931, ,3000-01-01,200 PVC, ,L18769,1,4,Clay,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,2,2001-039,0,1, , , ,75-57, ,1,1,0,0,15,0.042136065,1.5538E-12,1.398418457,0,,1987-02-07,1987,1976-01-02,,1976,1981-01-24,1981,,1992-02-10,1992,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,SETTLEMENT,SETTLEMENT,IMPROPER BEDDING,CORROSION, , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
539,Polyline,2590,L19462,ACTIVE,PVC,PVC,0.1,0.04,15,66.5,66.5,65.6,65.6,0,0,Very Low,Very Low,DR 18,2002_01_08,N14280,N14279,300,55.24,55.24,41.43,82860,7.758333333,15,2002,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,OLD WONDERLAND RD,EATON PARK DR,TEEPLE TERR,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25628410, ,3000-01-01,300 PVC, ,L19462,1,0,Sand,0,0,1,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,1,2001-132,0,1, , , ,76-56, ,1,1,0,0,15,0.03664517,6.89714E-14,0.062074219,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,390,418.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
540,Polyline,2591,L12011,ACTIVE,DI,DI,0.5,0.26,28,66,66,59.28,59.28,0,0,Very Low,Very Low,DR 18,1989_08_17,N4966,N4964,200,104.81,104.81,78.6075,157215,7.7,15,1989,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1080,ADELAIDE ST N,LAMBTON AVE,LAMBTON AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,19046556, ,3000-01-01,200 CI, ,L12011,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,80-61, ,0,0,0,0,15,0.042136065,1.14265E-12,1.028380518,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
541,Polyline,2592,L18484,ACTIVE,PVC,PVC,0.1,0.04,17,64.7,64.7,63.68,63.68,0,0,Very Low,Very Low,DR 18,2000_08_22,N14822,N14821,300,16.24,16.24,12.18,24360,7.548333333,15,2000,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,RICHMOND ST,CENTRAL AVE,CENTRAL AVE,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25627770, ,3000-01-01,300 PVC, ,L18484,1,0,Sand,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,4,2000-087,0,0, , , ,79-59, ,1,1,0,0,15,0.03664517,2.02769E-14,0.018249191,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,390,418.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,96,39CD-04504,HMN,REGISTERED,MCC 580,2005
542,Polyline,2593,L6695,ACTIVE,DI,DI,0.5,0.26,27,66.5,66.5,60.02,60.02,0,0,Very Low,Very Low,CL 52,1990_04_15,N8480,N8485,200,47.46,47.46,35.595,71190,7.758333333,15,1990,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,YORK ST,RECTORY ST,RECTORY ST,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,10670252, ,3000-01-01,200 CI, ,L6695,0,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,90-031,0,0, , , ,81-59,Unknown,0,0,0,0,15,0.042136065,5.17412E-13,0.465670636,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
543,Polyline,2594,L14758,ACTIVE,PVC,PVC,0.1,0.04,28,54.8,54.8,53.12,53.12,0,0,Very Low,Very Low,DR 18,1989_01_16,N13177,N3309,150,94.32,94.32,70.74,141480,6.393333333,15,1989,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1040,RIVERSIDE DR,HAZEL AVE,HAZEL AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,24943981, ,3000-01-01,150 PVC, ,L14758,1,0, ,0,0,1,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,74-56, ,0,0,0,0,15,0.04681637,4.81449E-12,4.333036621,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,600,561.6,REPLACE,REPLACE,3,3, , , , , , , , ,0,YES,1,228,39CD-88031, ,REGISTERED,MCC 377,1997
544,Polyline,2595,L20054,ACTIVE,CI,CI,0.3,0.25,63,35.9,35.9,32.75,32.75,5,5,Medium,Medium,SPUN CAST,1954_01_01,N7326,N7324,150,256.44238,256.44238,192.331785,384663.57,4.188333333,5,1954,4,0.015598046,0,6,,1,0.003899511,5,7.35,,120,207.815,Moderately Low,Medium,2,3, ,RAINBOW AVE,MOFFATT AVE,SEELEY DR,CITY, ,SATI,PUSH,120,2010-11-23,3000-01-01,1,2010-11-23,NORDI TUBE CIPP,N/A,0,3000-01-01, ,STRUCTURAL LINED,1,1,<Null>,13641624, ,3000-01-01,150 CI, ,L20054,0,4,Silt,0,0,0,0,0,0,0,0,0,0,1,2010-11-23,NORDI TUBE CIPP,N/A,3000-01-01,0, ,0,1,2010-053,0,1, , , ,85-60,Unknown,1,1,0,0,15,0.04681637,1.30899E-11,11.7808972,15,,1999-12-20,1999,1992-01-05,,1992,1994-12-04,1994,,3000-01-01,3000,1, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,CORROSION,DETERIORATION,IMPROPER BEDDING,CORROSION, , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,510,466.115,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
545,Polyline,2596,L19957,ACTIVE,PVC,PVC,0.1,0.04,15,66.5,66.5,65.6,65.6,0,0,Very Low,Very Low,DR 18,2002_09_14,N13960,N9297,150,13.64,13.64,10.23,20460,7.758333333,15,2002,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,EAST AFTON PL,AFTON RD,AFTON RD,CITY, ,SATI,UNKN,130,2002-09-14,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,0,0,<Null>,25628770, ,3000-01-01,150 PVC, ,L19957,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,1,0,2002-086,0,0, , ,WESTMOUNT/PONDMILLS,83-56, ,0,0,0,0,15,0.04681637,6.96242E-13,0.626618103,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,10,9,150,111.3,Medium,Medium,3,3,420,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
546,Polyline,2597,L11011,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N5524,N11145,250,9.75,9.75,7.3125,14625,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,CLARENCE ST,WELLINGTON ST,DUNDAS ST,CITY, ,NREP,UNKN,44,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,17895819, ,3000-01-01,250 CI, ,L11011,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,3,0,0,0, , , ,79-59, ,1,1,0,0,15,0.038972696,3.22159E-14,0.028994268,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,400,436,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
547,Polyline,2598,L14533,ACTIVE,PVC,PVC,0.1,0.04,22,60.2,60.2,58.88,58.88,0,0,Very Low,Very Low,DR 18,1995_07_17,N3398,N3397,150,24.76,24.76,18.57,37140,7.023333333,15,1995,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1737,RICHMOND ST,NORTH CENTRE RD,NORTH CENTRE RD,PRIVATE, ,SATI,UNKN,150,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,24620797, ,3000-01-01,150 PVC, ,L14533,1,0, ,0,0,1,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,95-108,0,0, , , ,76-63, ,0,0,0,0,15,0.04681637,1.26385E-12,1.137468053,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,450,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,117,39CD-00515,BD,REGISTERED,MCC 478,2001
548,Polyline,2599,L14865,ACTIVE,PVC,PVC,0.1,0.04,23,59.3,59.3,57.92,57.92,0,0,Very Low,Very Low,DR 18,1994_09_01,N3268,N10957,200,98.314177,98.314177,73.73563275,147471.2655,6.918333333,15,1994,0,0,0,6,,1,0.010171473,5,7.35,,160,252.315,Moderately Low,Medium,2,3, ,HILL ST,WATERLOO ST,COLBORNE ST,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,25089245, ,3000-01-01,200 PVC, ,L14865,1,1,Sand,0,0,1,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,1,95-041,(WD-623),0, , , ,80-58, ,1,1,0,0,15,0.042136065,1.07183E-12,0.964644444,0,1,2012-12-24,2012,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,DETERIORATION, , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,400,403.515,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
549,Polyline,2600,L7607,ACTIVE,CI,CI,0.3,0.25,56,40.8,40.8,38,38,5,5,Medium,Medium,SPUN CAST,1961_01_01,N8026,N8068,200,56.39,56.39,42.2925,84585,4.76,5,1961,0,0,0,6,,0,0,0,6,,80,195.8,Very Low,Medium,1,3, ,WEBSTER ST,HURON ST,BENTLEY DR,CITY, ,UNKN,UNKN,60,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,12039708, ,3000-01-01,200 CI, ,L7607,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,2,0,0,0, , , ,82-63, ,1,1,0,1,15,0.042136065,6.14767E-13,0.553290501,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,320,347,RELINE - REHAB,DO NOTHING,2,1,Huron Heights Early Childcare, ,Child Care Facilities,n/a,Infrastructure,Special Care,Child Day Care,ems.infrastructure.specialCare.childDayCare,90,YES,1,153,39CD-05506,AM,REGISTERED,MCC 601,2005
550,Polyline,2601,L17319,ACTIVE,PVC,PVC,0.1,0.04,18,63.8,63.8,62.72,62.72,0,0,Very Low,Very Low,DR 18,1999_06_16,N15511,N15510,100,44.52,44.52,33.39,66780,7.443333333,15,1999,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,LOUISE CRT,LOUISE BLVD,LOUISE BLVD,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25626898, ,3000-01-01,100 PVC, ,L17319,1,0,Silt,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,1,1,99-032,0,0, , ,UPLANDS,76-63, ,1,1,0,0,15,0.054860098,2.02216E-11,18.199475,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,510,496.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
551,Polyline,2602,L2969,ACTIVE,DI,DI,0.5,0.26,47,56.5,56.5,45.22,45.22,0,5,Very Low,Medium,CL 52,1970_01_01,N11601,N11600,150,81.39792,81.39792,61.04844,122096.88,6.591666667,15,1970,2,0.024570652,5,7.35,,1,0.012285326,5,7.35,,200,308.83,Medium,Moderately High,3,4, ,STOCKTON ST,CLIFTON CRES,MATHERS ST,CITY, ,UNKN,UNKN,120,2004-01-01,1999-01-01,0,<Null>, ,MAGNESIUM,0,3000-01-01, , ,1,1,<Null>,4453711, ,1999-01-01,150 DI, ,L2969,0,3,Clay,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,MAGNESIUM,3000-01-01,0, ,0,1,0,0,1, , ,WESTMOUNT/PONDMILLS,80-54,Unknown,1,1,1,0,15,0.04681637,4.15489E-12,3.739399578,15,,2005-12-25,2005,1998-10-16,,1998,3000-01-01,3000,1,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,N_A,CORROSION,CORROSION, , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,590,567.13,REPLACE,REPLACE,3,3, , , , , , , , ,0,NO,0,0, , , , , 
552,Polyline,2603,L18706,ACTIVE,PVC,PVC,0.1,0.04,16,65.6,65.6,64.64,64.64,0,0,Very Low,Very Low,DR 18,2001_03_21,N14721,N14720,200,213.21,213.21,159.9075,319815,7.653333333,15,2001,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,FAIRCLOTH RD,PLANE TREE DR,QUARRIER RD,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25627898, ,3000-01-01,200 PVC, ,L18706,1,0,Silt,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,1,2001-022,0,1, , ,UPLANDS,75-63, ,1,1,0,0,15,0.042136065,2.32443E-12,2.091985594,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,510,496.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
553,Polyline,2604,L13406,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N3976,N4986,250,9.74,9.74,7.305,14610,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,CLARENCE ST,QUEENS AVE,QUEENS AVE,CITY, ,NREP,UNKN,44,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,21690944, ,3000-01-01,250 CI, ,L13406,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,3,0,0,0, , , ,79-59, ,1,1,0,1,15,0.038972696,3.21828E-14,0.02896453,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,400,436,RELINE - REHAB,RELINE - REHAB,2,2,Information Technology Services (ITS),"offices, ITS - servers",City Services,n/a,Infrastructure,Government,Government Facility,ems.infrastructure.government.governmentFacility,90,NO,0,0, , , , , 
